2022-07-12 13:36:56.655 [main] WARN  o.s.b.w.s.c.AnnotationConfigServletWebServerApplicationContext - Exception encountered during context initialization - cancelling refresh attempt: org.springframework.beans.factory.UnsatisfiedDependencyException: Error creating bean with name 'infraredImageTaggingController': Unsatisfied dependency expressed through field 'infraredImageTaggingService'; nested exception is org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'infraredImageTaggingService': Injection of resource dependencies failed; nested exception is org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'cachedUidGenerator' defined in class path resource [com/github/wujun234/uid/UidAutoConfigure.class]: Invocation of init method failed; nested exception is org.springframework.transaction.CannotCreateTransactionException: Could not open JDBC Connection for transaction; nested exception is com.mysql.cj.jdbc.exceptions.CommunicationsException: Communications link failure

The last packet sent successfully to the server was 0 milliseconds ago. The driver has not received any packets from the server.
2022-07-12 14:24:56.047 [main] WARN  o.s.b.w.s.c.AnnotationConfigServletWebServerApplicationContext - Exception encountered during context initialization - cancelling refresh attempt: org.springframework.beans.factory.UnsatisfiedDependencyException: Error creating bean with name 'infraredImageTaggingController': Unsatisfied dependency expressed through field 'infraredImageTaggingService'; nested exception is org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'infraredImageTaggingService': Injection of resource dependencies failed; nested exception is org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'cachedUidGenerator' defined in class path resource [com/github/wujun234/uid/UidAutoConfigure.class]: Invocation of init method failed; nested exception is org.springframework.transaction.CannotCreateTransactionException: Could not open JDBC Connection for transaction; nested exception is com.mysql.cj.jdbc.exceptions.CommunicationsException: Communications link failure

The last packet sent successfully to the server was 0 milliseconds ago. The driver has not received any packets from the server.
2022-07-12 15:25:13.990 [main] WARN  o.s.b.w.s.c.AnnotationConfigServletWebServerApplicationContext - Exception encountered during context initialization - cancelling refresh attempt: org.springframework.beans.factory.UnsatisfiedDependencyException: Error creating bean with name 'infraredImageTaggingController': Unsatisfied dependency expressed through field 'infraredImageTaggingService'; nested exception is org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'infraredImageTaggingService': Injection of resource dependencies failed; nested exception is org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'cachedUidGenerator' defined in class path resource [com/github/wujun234/uid/UidAutoConfigure.class]: Invocation of init method failed; nested exception is org.springframework.transaction.CannotCreateTransactionException: Could not open JDBC Connection for transaction; nested exception is com.mysql.cj.jdbc.exceptions.CommunicationsException: Communications link failure

The last packet sent successfully to the server was 0 milliseconds ago. The driver has not received any packets from the server.
2022-07-12 15:26:50.888 [main] WARN  o.s.b.w.s.c.AnnotationConfigServletWebServerApplicationContext - Exception encountered during context initialization - cancelling refresh attempt: org.springframework.beans.factory.UnsatisfiedDependencyException: Error creating bean with name 'infraredImageTaggingController': Unsatisfied dependency expressed through field 'infraredImageTaggingService'; nested exception is org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'infraredImageTaggingService': Injection of resource dependencies failed; nested exception is org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'cachedUidGenerator' defined in class path resource [com/github/wujun234/uid/UidAutoConfigure.class]: Invocation of init method failed; nested exception is org.springframework.jdbc.BadSqlGrammarException: 
### Error updating database.  Cause: java.sql.SQLSyntaxErrorException: Table 'test.WORKER_NODE' doesn't exist
### The error may exist in com/github/wujun234/uid/worker/dao/WorkerNodeDAO.java (best guess)
### The error may involve com.github.wujun234.uid.worker.dao.WorkerNodeDAO.addWorkerNode-Inline
### The error occurred while setting parameters
### SQL: INSERT INTO WORKER_NODE(HOST_NAME,PORT,TYPE,LAUNCH_DATE,MODIFIED,CREATED)VALUES (?,?,?,?,NOW(),NOW())
### Cause: java.sql.SQLSyntaxErrorException: Table 'test.WORKER_NODE' doesn't exist
; bad SQL grammar []; nested exception is java.sql.SQLSyntaxErrorException: Table 'test.WORKER_NODE' doesn't exist
2022-07-12 15:30:03.404 [main] WARN  o.s.b.w.s.c.AnnotationConfigServletWebServerApplicationContext - Exception encountered during context initialization - cancelling refresh attempt: org.springframework.beans.factory.UnsatisfiedDependencyException: Error creating bean with name 'infraredImageTaggingController': Unsatisfied dependency expressed through field 'infraredImageTaggingService'; nested exception is org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'infraredImageTaggingService': Injection of resource dependencies failed; nested exception is org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'cachedUidGenerator' defined in class path resource [com/github/wujun234/uid/UidAutoConfigure.class]: Invocation of init method failed; nested exception is org.springframework.jdbc.BadSqlGrammarException: 
### Error updating database.  Cause: java.sql.SQLSyntaxErrorException: Table 'test.WORKER_NODE' doesn't exist
### The error may exist in com/github/wujun234/uid/worker/dao/WorkerNodeDAO.java (best guess)
### The error may involve com.github.wujun234.uid.worker.dao.WorkerNodeDAO.addWorkerNode-Inline
### The error occurred while setting parameters
### SQL: INSERT INTO WORKER_NODE(HOST_NAME,PORT,TYPE,LAUNCH_DATE,MODIFIED,CREATED)VALUES (?,?,?,?,NOW(),NOW())
### Cause: java.sql.SQLSyntaxErrorException: Table 'test.WORKER_NODE' doesn't exist
; bad SQL grammar []; nested exception is java.sql.SQLSyntaxErrorException: Table 'test.WORKER_NODE' doesn't exist
2022-07-12 15:30:50.171 [main] WARN  o.s.b.w.s.c.AnnotationConfigServletWebServerApplicationContext - Exception encountered during context initialization - cancelling refresh attempt: org.springframework.beans.factory.UnsatisfiedDependencyException: Error creating bean with name 'infraredImageTaggingController': Unsatisfied dependency expressed through field 'infraredImageTaggingService'; nested exception is org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'infraredImageTaggingService': Injection of resource dependencies failed; nested exception is org.springframework.beans.factory.BeanCreationException: Error creating bean with name 'cachedUidGenerator' defined in class path resource [com/github/wujun234/uid/UidAutoConfigure.class]: Invocation of init method failed; nested exception is org.springframework.jdbc.BadSqlGrammarException: 
### Error updating database.  Cause: java.sql.SQLSyntaxErrorException: Unknown column 'CREATED' in 'field list'
### The error may exist in com/github/wujun234/uid/worker/dao/WorkerNodeDAO.java (best guess)
### The error may involve com.github.wujun234.uid.worker.dao.WorkerNodeDAO.addWorkerNode-Inline
### The error occurred while setting parameters
### SQL: INSERT INTO WORKER_NODE(HOST_NAME,PORT,TYPE,LAUNCH_DATE,MODIFIED,CREATED)VALUES (?,?,?,?,NOW(),NOW())
### Cause: java.sql.SQLSyntaxErrorException: Unknown column 'CREATED' in 'field list'
; bad SQL grammar []; nested exception is java.sql.SQLSyntaxErrorException: Unknown column 'CREATED' in 'field list'
2022-07-12 15:59:37.942 [main] WARN  com.github.wujun234.uid.buffer.RingBuffer - Rejected putting buffer for uid:897755421605888. RingBuffer [bufferSize=1024, tail=1023, cursor=-1, paddingThreshold=512]
2022-07-12 16:35:15.872 [main] WARN  com.github.wujun234.uid.buffer.RingBuffer - Rejected putting buffer for uid:897773356449792. RingBuffer [bufferSize=1024, tail=1023, cursor=-1, paddingThreshold=512]
2022-07-12 16:43:25.166 [main] WARN  com.github.wujun234.uid.buffer.RingBuffer - Rejected putting buffer for uid:897777466867712. RingBuffer [bufferSize=1024, tail=1023, cursor=-1, paddingThreshold=512]
2022-07-12 17:01:38.708 [main] WARN  com.github.wujun234.uid.buffer.RingBuffer - Rejected putting buffer for uid:897786635616256. RingBuffer [bufferSize=1024, tail=1023, cursor=-1, paddingThreshold=512]
2022-07-12 17:04:32.716 [main] WARN  com.github.wujun234.uid.buffer.RingBuffer - Rejected putting buffer for uid:897788095234048. RingBuffer [bufferSize=1024, tail=1023, cursor=-1, paddingThreshold=512]
2022-07-12 17:10:24.998 [main] WARN  com.github.wujun234.uid.buffer.RingBuffer - Rejected putting buffer for uid:897791048024064. RingBuffer [bufferSize=1024, tail=1023, cursor=-1, paddingThreshold=512]
2022-07-12 17:18:33.114 [main] WARN  com.github.wujun234.uid.buffer.RingBuffer - Rejected putting buffer for uid:897795150053376. RingBuffer [bufferSize=1024, tail=1023, cursor=-1, paddingThreshold=512]
2022-07-12 17:38:18.287 [main] WARN  com.github.wujun234.uid.buffer.RingBuffer - Rejected putting buffer for uid:897805090553856. RingBuffer [bufferSize=1024, tail=1023, cursor=-1, paddingThreshold=512]
2022-07-12 17:47:54.956 [main] WARN  com.github.wujun234.uid.buffer.RingBuffer - Rejected putting buffer for uid:897809922392064. RingBuffer [bufferSize=1024, tail=1023, cursor=-1, paddingThreshold=512]
2022-07-12 17:48:49.633 [main] WARN  com.github.wujun234.uid.buffer.RingBuffer - Rejected putting buffer for uid:897810383765504. RingBuffer [bufferSize=1024, tail=1023, cursor=-1, paddingThreshold=512]
2022-07-12 17:52:10.210 [main] WARN  com.github.wujun234.uid.buffer.RingBuffer - Rejected putting buffer for uid:897812069875712. RingBuffer [bufferSize=1024, tail=1023, cursor=-1, paddingThreshold=512]
2022-07-12 17:53:56.314 [main] WARN  com.github.wujun234.uid.buffer.RingBuffer - Rejected putting buffer for uid:897812959068160. RingBuffer [bufferSize=1024, tail=1023, cursor=-1, paddingThreshold=512]
2022-07-12 17:55:06.081 [main] WARN  com.github.wujun234.uid.buffer.RingBuffer - Rejected putting buffer for uid:897813546270720. RingBuffer [bufferSize=1024, tail=1023, cursor=-1, paddingThreshold=512]
